,Species,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Number.of.Bags,Bag.Weight,Harvest.Year,Processing.Method,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalScore
1079,Arabica,israel eduardo paz garcia,Mexico,peña negra,1405793051,cafeorganico.mx,18,1 kg,2012,Washed / Wet,None,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15,0,0,1,m,1450,1450,1450,80.5
1080,Arabica,cadexsa,Honduras,bethel,13-63-60,cadexsa,275,69 kg,2016,,Green,7.25,7.42,7,7.42,7.33,7,10,10,10,7,0.1,0,0,0,m,1450,1450,1450,80.42
1081,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,Taiwan台灣,宸嶧國際,10,60 kg,2014,Washed / Wet,Green,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,0.14,0,0,0,m,600,600,600,80.42
1082,Arabica,lusso lab,El Salvador,finca la fany,NONE,lusso coffee lab,2,2 kg,2013,Washed / Wet,Green,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0,0,0,1,m,1450,1450,1450,80.42
1083,Arabica,adam ciruli ye,China,alicia's farm,CNY,yunnan new century tech inc.,1,2 kg,2013,Washed / Wet,Green,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0.17,0,0,14,m,1700,1700,1700,80.42
1084,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,,blossom valley宸嶧國際,10,30 kg,2013/2014,Washed / Wet,Green,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,0.11,0,0,0,m,600,600,600,80.42
1085,Arabica,alfredo bojalil,Mexico,copalita,1405675414,ecomtrading,250,1 kg,2012,Washed / Wet,Green,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,0.1,2,0,4,m,1050,1050,1050,80.42
1086,Arabica,armando luis pohlenz martinez,Mexico,,2676,beneficio custepec s.a. de c.v.,250,1 kg,2012,Washed / Wet,Green,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,0.12,4,0,16,m,1550,1550,1550,80.42
1087,Arabica,simon mahinda,Burundi,,027/01/601,sangana commodities k limited,300,60 kg,2016,,Green,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,0.12,0,0,0,m,1700,1700,1700,80.33
1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,A053,delfina farm,10,60 kg,2015/2016,Washed / Wet,Green,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,0.13,0,0,5,m,1700,1700,1700,80.33
1089,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,C16,kongoni estate,1,60 kg,2014,Washed / Wet,Bluish-Green,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,0.12,0,0,5,m,NA,NA,NA,80.33
1090,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,,blossom valley宸嶧國際,10,30 kg,2013/2014,Other,Green,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11,0,0,0,m,600,600,600,80.33
1091,Arabica,juan luis alvarado romero,Guatemala,la castellana,11/23/0795,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11,1,0,4,ft,1310.64,1310.64,1310.64,80.33
1092,Arabica,miguel cortes moreno,Mexico,,4-Jan,estrategias constructivas corzu s.a. de c.v.,10,1 kg,2012,Semi-washed / Semi-pulped,Green,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11,0,0,21,m,940,940,940,80.33
1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),,2135405,cqi,10,100 lbs,2012,Washed / Wet,Green,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12,5,0,7,ft,NA,NA,NA,80.33
1094,Arabica,ethiopia commodity exchange,Ethiopia,,010/0058,,360,6,2010,,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,0.1,0,0,1,m,NA,NA,NA,80.33
1095,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,002/143-0/0058,volcafe ltda.,440,59 kg,2017 / 2018,Natural / Dry,Green,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11,0,1,1,m,995,995,995,80.25
1096,Arabica,bismarck castro,Honduras,las moras,13-111-053,cigrah s.a de c.v,275,69 kg,2016,Natural / Dry,Green,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1,0,0,4,m,1400,1400,1400,80.25
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,,cafe don balbino s.c. de r.l. de c.v.,60,69 kg,2016,Washed / Wet,Green,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1,0,0,2,m,1600,1600,1600,80.25
1098,Arabica,bob mccauley,Myanmar,waylead farms,n/a,"waylead industrial co, ltd.",2,2 kg,2015,Natural / Dry,Green,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11,1,0,26,ft,914.4,914.4,914.4,80.25
1099,Arabica,u htun htun,Myanmar,thein kone,unspecified,,1,2 kg,2014,Natural / Dry,Green,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0,0,0,1,m,4287,4287,4287,80.25
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,017/117/018,zeas escobar y compañía limitada,275,69 kg,2015,Washed / Wet,Green,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11,0,0,2,m,900,900,900,80.25
1101,Arabica,eileen koyanagi,United States (Hawaii),,KPP021114,kona pacific farmers cooperative,2,100 lbs,2014,Natural / Dry,Green,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,4,0,13,ft,NA,NA,NA,80.25
1102,Arabica,honor dela fuente,Colombia,,3,costco wholesale industries,1,2 kg,2012,Washed / Wet,Green,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,0,0,0,m,NA,NA,NA,80.25
1103,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,,blossom valley宸嶧國際,5,30 kg,2013/2014,Semi-washed / Semi-pulped,Green,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11,0,0,0,m,700,700,700,80.25
1104,Arabica,the coffee source inc.,Guatemala,several,11/23/1972,the coffee source inc.,250,1 kg,2012,Washed / Wet,Green,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11,1,0,12,m,1400,1400,1400,80.25
1105,Arabica,saul m. hernandez ramirez,Mexico,mirador,1702801679,,10,1 kg,2012,Washed / Wet,None,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11,2,0,8,m,808,808,808,80.25
1106,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,"sunvirtue co., ltd.",1,2 kg,2017,Other,,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0,0,0,2,m,1550,1550,1550,80.17
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,017-053-0125,exportadora atlantic s.a,275,2 kg,2015,Washed / Wet,,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11,0,0,2,m,1100,1275,1187.5,80.17
1108,Arabica,cadexsa,Honduras,cerro bueno,13-63-70,cadexsa,275,1 kg,2015,Washed / Wet,Green,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11,0,0,0,m,1400,1400,1400,80.17
1109,Arabica,juan luis alvarado romero,Guatemala,el morito,11/23/1170,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11,0,0,2,ft,1310.64,1310.64,1310.64,80.17
1110,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",1104362940,café katsina,20,1 kg,2012,Washed / Wet,Green,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11,0,0,2,m,1250,1250,1250,80.17
1111,Arabica,israel eduardo paz garcia,Mexico,el carrizo,1405791535,cafeorganico.mx,15,1 kg,2012,Washed / Wet,Green,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14,1,0,2,m,1550,1550,1550,80.17
1112,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,1104367469,cafes de naranjal s.a. de c.v,15,1 kg,2012,Washed / Wet,Green,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12,0,0,12,m,1000,1000,1000,80.17
1113,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,11/23/0582,"unex guatemala, s.a.",250,1 kg,2012,Washed / Wet,Green,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11,0,0,5,ft,1310.64,1310.64,1310.64,80.17
1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,22,100 lbs,,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05,12,0,1,ft,NA,NA,NA,80.17
1115,Arabica,brayan cunha souza,Brazil,,002/1352/0226,carmo coffees,440,60 kg,2017 / 2018,Pulped natural / honey,Green,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,0,5,m,1100,1100,1100,80.08
1116,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,Taiwan台灣,宸嶧國際,10,60 kg,2014,Washed / Wet,Green,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07,0,0,0,m,850,850,850,80.08
1117,Arabica,honor dela fuente,Nicaragua,,17,costco wholesale industries,1,5 lbs,2013,Natural / Dry,Green,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1,0,0,4,m,NA,NA,NA,80.08
1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,,blossom valley宸嶧國際,10,30 kg,2013/2014,Other,Green,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11,0,0,0,m,200,200,200,80.08
1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,,blossom valley宸嶧國際,10,30 kg,2013/2014,Washed / Wet,Green,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11,0,0,0,m,150,150,150,80.08
1120,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,,blossom valley宸嶧國際,10,30 kg,2013/2014,Semi-washed / Semi-pulped,Green,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,0.11,0,0,0,m,250,250,250,80.08
1121,Arabica,israel eduardo paz garcia,Mexico,el tabaco,1401045726,cafeorganico.mx,13,1 kg,2012,Washed / Wet,None,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,0.15,0,0,0,m,1300,1300,1300,80.08
1122,Arabica,federico pacheco perez,Mexico,,0,,10,1 kg,2012,Washed / Wet,Green,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,0.14,1,0,17,m,1300,1300,1300,80.08
1123,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,017/001/1638,"comercial internacional exportadora, s.a.",275,69 kg,2017,Washed / Wet,Green,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,0.1,0,0,5,m,1250,1250,1250,80
1124,Arabica,ngu shwe li,Myanmar,doe kwin,Unspecified,ngu shwe li coffee estate,1,2 kg,2015,Washed / Wet,Green,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,0,0,0,4,m,3845,3845,3845,80
1125,Arabica,kurt kappeli,Mexico,various,0016-2050-0001,globus coffee,280,2 kg,2014,Washed / Wet,Green,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0,0,0,2,m,1300,1500,1400,80
1126,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,,blossom valley宸嶧國際,10,30 kg,2013/2014,Washed / Wet,Green,7.25,7.25,7.25,7,7.25,7,10,10,10,7,0.11,0,0,0,m,250,250,250,80
1127,Arabica,doi tung development project,Thailand,doi tung development project,10589010,doi tung development project,2,1 kg,2012,Washed / Wet,Green,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,0,0,0,0,m,800,800,800,80
1128,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",1104362940,,20,1 kg,2012,Washed / Wet,Green,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12,0,0,9,m,1250,1250,1250,80
1129,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",0,,256,1 kg,2012,Washed / Wet,Green,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11,0,0,12,m,1100,1100,1100,80
1130,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",010/0170,,300,6,2010,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,0,0,2,m,NA,NA,NA,80
1131,Arabica,federacion nacional de cafeteros,Colombia,,3/1/2700,federacion nacional de cafeteros,275,2 kg,2015,Washed / Wet,Green,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0,0,0,1,m,NA,NA,NA,79.92
1132,Arabica,eileen koyanagi,United States (Hawaii),,KP022414,kona pacific farmers cooperative,12,100 kg,2014,Natural / Dry,Green,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11,1,0,3,ft,NA,NA,NA,79.92
1133,Arabica,calixto guillen vazquez,Mexico,various,2406,"finca triunfo verde, s.c.",400,1 kg,2013,Washed / Wet,Green,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12,0,0,4,m,1300,1300,1300,79.92
1134,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,1506558878,industrializadora de kaffee andes s.a. de c.v.,10,1 kg,2012,Washed / Wet,Green,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12,1,0,7,m,1100,1100,1100,79.92
1135,Arabica,christina dusing,Mexico,rancho san francisco iii,1506729960,,82,1 kg,2012,Washed / Wet,,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,0,0,0,0,m,1100,1100,1100,79.92
1136,Arabica,montegrande,Mexico,finca monte grande,0,,250,1 kg,2012,Washed / Wet,Green,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11,0,0,3,m,1100,1100,1100,79.92
1137,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,1104362940,,100,1 kg,2012,Natural / Dry,Green,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12,0,0,6,m,1250,1250,1250,79.92
1138,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,1104387103,cafetalera la asunción s.a. de c.v.,209,1 kg,2012,Washed / Wet,Green,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11,0,0,0,m,1250,1250,1250,79.92
1139,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,40,100 lbs,,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,0.05,3,0,0,ft,NA,NA,NA,79.92
1140,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,37-0985-4045,taylor winch (coffee) ltd,200,12000 kg,2017,Washed / Wet,,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,1,5,m,1500,1500,1500,79.83
1141,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0639,"unex guatemala, s.a.",50,69 kg,2017,Washed / Wet,Green,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1,0,0,2,m,1700,1700,1700,79.83
1142,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,017/191/488,asociación aldea global jinotega,75,2 kg,2014,Washed / Wet,Green,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11,0,0,0,m,1250,1250,1250,79.83
1143,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,1104276076,,250,1 kg,2012,Washed / Wet,Green,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12,0,0,3,m,1300,1300,1300,79.83
1144,Arabica,kona pacific farmers cooperative,United States (Hawaii),,HDOA 220468 Kona Prime,kona pacific farmers cooperative,12,100 lbs,2012,Natural / Dry,Blue-Green,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12,7,0,10,ft,NA,NA,NA,79.83
1145,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0507,"unex guatemala, s.a.",25,69 kg,2016,Washed / Wet,Green,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,4,1,m,190164,190164,190164,79.75
1146,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,Taiwan,"red on tree co., ltd.",28,50 kg,2014,Natural / Dry,,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0,0,0,0,m,800,1200,1000,79.75
1147,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,Taiwan,"red on tree co., ltd.",50,20 kg,2013,Washed / Wet,Blue-Green,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1,0,0,0,m,500,700,600,79.75
1148,Arabica,doi tung development project,Thailand,,10703510,doi tung development project,1,1 kg,2013,Washed / Wet,Green,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12,0,0,0,m,800,800,800,79.75
1149,Arabica,dane loraas,Peru,,030-0595-0508,sustainable harvest,320,5 lbs,2013,Washed / Wet,Green,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12,1,0,2,m,NA,NA,NA,79.75
1150,Arabica,the coffee source inc.,Costa Rica,several,5-066-038,the coffee source inc.,275,2 kg,2013,Washed / Wet,Bluish-Green,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1,0,0,4,m,1100,1100,1100,79.75
1151,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,2496,union ramal santa cruz spr de ri,310,1 kg,2013,Washed / Wet,Green,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12,0,0,4,m,1400,1400,1400,79.75
1152,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,0,comon yaj noptic s. de ss,275,1 kg,2013,Washed / Wet,Green,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13,0,0,4,m,1022,1022,1022,79.75
1153,Arabica,calixto guillen vazquez,Mexico,various,2406,"finca triunfo verde, s.c.",380,1 kg,2013,Washed / Wet,Green,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12,0,0,5,m,1300,1300,1300,79.75
1154,Arabica,israel eduardo paz garcia,Mexico,peña negra,0,cafeorganico.mx,12,1 kg,2012,Washed / Wet,None,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14,0,0,0,m,1450,1450,1450,79.75
1155,Arabica,alfredo bojalil,Mexico,el vergel,1405811686,ecomtrading,250,1 kg,2012,Washed / Wet,Green,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1,1,0,22,m,1050,1050,1050,79.75
1156,Arabica,lusso lab,Guatemala,genuine antigua medina,FINCA MEDINA 11/11711/01-LOGO APCA,lusso coffee lab,275,69 kg,2012,Washed / Wet,Green,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0,0,0,4,m,NA,NA,NA,79.75
1157,Arabica,montegrande,Mexico,finca monte grande,1506622214,cafe montegrande,36,1 kg,2012,Washed / Wet,,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,0.12,0,0,7,m,1100,1100,1100,79.75
1158,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,11/23/0508,"unex guatemala, s.a.",25,69 kg,2016,Washed / Wet,Green,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,2,1,ft,1219.2,1219.2,1219.2,79.67
1159,Arabica,consejo salvadoreño del café,El Salvador,la montaña,9,consejo salvadoreño del café,275,69 kg,2016,Washed / Wet,Bluish-Green,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,0,0,0,12,m,1250,1250,1250,79.67
1160,Arabica,doi tung development project,Thailand,,10703510,doi tung development project,1,1 kg,2013,Washed / Wet,Blue-Green,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,0.12,0,0,0,m,800,800,800,79.67
1161,Arabica,juan luis alvarado romero,Guatemala,la castellana,11/23/0957,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,0.11,0,0,6,ft,1310.64,1310.64,1310.64,79.67
1162,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,2496,union ramal santa cruz spr de ri,310,1 kg,2013,Washed / Wet,Green,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,0.12,0,0,6,m,1400,1400,1400,79.67
1163,Arabica,saul m. hernandez ramirez,Mexico,el encinal,1702807163,,10,1 kg,2012,Washed / Wet,None,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,0.13,5,0,6,m,975,975,975,79.67
1164,Arabica,alfredo bojalil,Mexico,consolapa,1104363350,ecomtrading,253,1 kg,2012,Washed / Wet,,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,0,0,0,9,m,1264,1264,1264,79.67
1165,Arabica,doi tung development project,Thailand,doi tung development project,,,5,1 lbs,,,,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,0,1,0,0,m,NA,NA,NA,79.67
1166,Arabica,obed rendon ponce,Mexico,tepetzingo,1104379888,cafetera el grande s.a. de c.v.,50,1 kg,2012,Washed / Wet,None,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,0.12,0,0,11,m,1250,1250,1250,79.58
1167,Arabica,armando luis pohlenz martinez,Mexico,,2676,beneficio custepec s.a. de c.v.,250,1 kg,2012,Washed / Wet,Green,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,0.13,0,0,5,m,1550,1550,1550,79.58
1168,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0153,,250,70 kg,4T/10,,,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,0.1,0,0,4,m,1800,1800,1800,79.58
1169,Arabica,carl walker,Guatemala,la igualdad,11-194-0008,,223,69 kg,2009/2010,,,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,0.17,1,0,19,ft,1066.8,1584.96,1325.88,79.58
1170,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,017/176/160,cooperativa el gorrion r.l,275,69 kg,2015,Natural / Dry,Green,6.92,6.92,7,7.42,7.25,7,10,10,10,7,0.12,0,0,6,m,1050,1050,1050,79.5
1171,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,none,blossom valley宸嶧國際,10,2 kg,2014,Natural / Dry,,6.92,7,7.17,7,7.42,7,10,10,10,7,0,0,0,1,m,700,700,700,79.5
1172,Arabica,exportadora de cafe condor s.a,Colombia,,68-0197,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,0,0,0,2,m,1550,1550,1550,79.5
1173,Arabica,armando luis pohlenz martinez,Mexico,,2676,beneficio custepec s.a. de c.v.,250,1 kg,2012,Washed / Wet,Green,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,0.12,1,0,20,m,1550,1550,1550,79.5
1174,Arabica,mario jose fernandez,Mexico,casa blanca,145092,,127,1 kg,2012,Washed / Wet,Bluish-Green,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,0.12,0,0,5,m,1100,1100,1100,79.5
1175,Arabica,juan luis alvarado romero,Guatemala,el papaturro,11/23/0358,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,0,0,2,ft,1219.2,1219.2,1219.2,79.42
1176,Arabica,juan luis alvarado romero,Guatemala,various,11-951-136,outspan guatemala s.a.,275,69 kg,2014,Washed / Wet,Green,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,0.1,1,0,4,ft,1219.2,1219.2,1219.2,79.42
1177,Arabica,adriana torres rico quevedo,Mexico,cre-leg l-4,0,cafessisimo compañia s.a. de c.v.,10,1 kg,2012,Washed / Wet,Green,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,0.13,0,0,30,m,800,800,800,79.42
1178,Arabica,rre kunene,Cote d?Ivoire,cnra station of divo,,royal 1750 coffee,2,1 kg,2016,Washed / Wet,Bluish-Green,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,0.13,1,0,2,m,200,200,200,79.33
1179,Arabica,the coffee source inc.,Colombia,several,3-279-390,the coffee source inc.,250,3 lbs,2013,Washed / Wet,Green,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,0,0,0,3,m,1200,1200,1200,79.33
1180,Arabica,eric jesus cordoba arroyo,Mexico,el encanto,1104340088,,30,1 kg,2012,Washed / Wet,None,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,0.14,0,0,23,m,950,950,950,79.33
1181,Arabica,eric jesus cordoba arroyo,Mexico,la gloria,1104275271,,50,1 kg,2012,Washed / Wet,Green,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,0.14,0,0,19,m,750,750,750,79.33
1182,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,11/23/0122,"unex guatemala, s.a.",250,1 kg,2012,Washed / Wet,Green,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,0.11,0,0,6,m,NA,NA,NA,79.33
1183,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,Taiwan,"red on tree co., ltd.",50,20 kg,2014,Washed / Wet,Blue-Green,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,0.11,0,0,0,m,850,850,850,79.25
1184,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,1104367469,cafes de naranjal s.a. de c.v,12,1 kg,2012,Washed / Wet,Green,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,0.13,0,0,10,m,1000,1000,1000,79.25
1185,Arabica,juan luis alvarado romero,Guatemala,las delicias,11/23/0632,"unex guatemala, s.a.",50,69 kg,2017,Washed / Wet,Green,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,0,0,0,ft,1219.2,1219.2,1219.2,79.17
1186,Arabica,janny marlith torres,Honduras,la bendicion,13-154-234,coffee planet corporation s.a,15,69 kg,2017,Washed / Wet,Green,7.58,7,6.75,6.92,7,6.92,10,10,10,7,0.11,0,0,5,m,1650,1650,1650,79.17
1187,Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0168,"unex guatemala, s.a.",250,69 kg,2016,Washed / Wet,Green,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,0.11,0,8,6,m,1320,1320,1320,79.17
